"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GAS7",1.37842949775777e-300,0.784511054002858,0.287,0.007,2.77408936423752e-296,"8","GAS7"
"CALD11",1.56937911404145e-300,2.55716321747895,0.91,0.144,3.15837546700843e-296,"8","CALD1"
"NID2",2.73755345515077e-300,0.878902970969087,0.341,0.011,5.50932632849092e-296,"8","NID2"
"SERPINH1",1.02067810916005e-298,3.02108673063587,0.946,0.166,2.05411469468461e-294,"8","SERPINH1"
"PTGES",3.36129982408999e-289,1.70726575499872,0.355,0.014,6.76461589598111e-285,"8","PTGES"
"UNC5B1",8.73533498885354e-288,2.3269378696072,0.799,0.104,1.75798616650678e-283,"8","UNC5B"
"KCNE4",6.94650321581009e-285,2.43906436586718,0.627,0.057,1.39798377218178e-280,"8","KCNE4"
"C3orf80",1.6192140976169e-282,0.955853874688535,0.337,0.012,3.25866837145401e-278,"8","C3orf80"
"FGF21",3.97362418867634e-282,2.23121345841286,0.563,0.044,7.99691867971113e-278,"8","FGF2"
"CHSY1",2.89839336080254e-280,1.4380325510164,0.566,0.045,5.83301663861511e-276,"8","CHSY1"
"CTSC",5.81655079959996e-278,1.82854882662753,0.667,0.069,1.17058084841949e-273,"8","CTSC"
"IGFBP6",7.86627480327643e-272,1.67208061797521,0.495,0.035,1.58308780415938e-267,"8","IGFBP6"
"MMP11",2.15637886923067e-269,2.47722424228219,0.412,0.023,4.33971247432673e-265,"8","MMP11"
"LHFP",1.00595913211272e-268,0.962312270901341,0.373,0.017,2.02449275337684e-264,"8","LHFP"
"ADGRA2",8.11498559924422e-266,1.22853481792898,0.48,0.032,1.6331408518479e-261,"8","ADGRA2"
"SNAI1",3.1342632745539e-265,1.12560692675536,0.434,0.025,6.30770484003972e-261,"8","SNAI1"
"ITGA51",5.22398685786043e-264,1.79000829702758,0.821,0.11,1.05132735514441e-259,"8","ITGA5"
"LIF1",6.24187268646298e-264,2.44493111729235,0.67,0.071,1.25617687815067e-259,"8","LIF"
"MFAP2",2.1715275206332e-261,1.05938591911707,0.391,0.02,4.37019913527431e-257,"8","MFAP2"
"ECM1",3.16896992986576e-261,0.853097057346824,0.348,0.015,6.37755198385484e-257,"8","ECM1"
"COL18A11",2.01683768873361e-260,3.31054707573576,0.86,0.138,4.05888584857639e-256,"8","COL18A1"
"LTBP4",2.01082614663848e-259,1.57558956468106,0.624,0.063,4.04678762010994e-255,"8","LTBP4"
"PTRF1",3.14761083401387e-255,1.46796078479867,0.645,0.067,6.33456680345292e-251,"8","PTRF"
"KANK2",2.42505302605467e-252,1.00499323882274,0.47,0.033,4.88041921493502e-248,"8","KANK2"
"TGFB1I1",4.61112236156169e-252,1.28312775441858,0.584,0.054,9.2798837526429e-248,"8","TGFB1I1"
"CYTH3",4.63891375579793e-252,1.03801693530154,0.412,0.024,9.33581393354334e-248,"8","CYTH3"
"ANTXR2",2.37986533384648e-250,0.940316785369368,0.391,0.021,4.78947898436604e-246,"8","ANTXR2"
"PTPRE",5.37563133289444e-242,1.0004731432288,0.459,0.032,1.08184580574501e-237,"8","PTPRE"
"PAG1",4.25207574507946e-241,1.28844795591339,0.487,0.038,8.55730243697242e-237,"8","PAG1"
"NREP",2.23916950092723e-240,1.77954056793106,0.548,0.051,4.50632862061605e-236,"8","NREP"
"MSX1",2.87236127099908e-239,0.738974130304624,0.301,0.012,5.78062705788565e-235,"8","MSX1"
"KLF9",7.98858289201047e-239,1.56865433164352,0.699,0.088,1.60770230701711e-234,"8","KLF9"
"INHBA1",2.59567270315556e-238,3.91049488902656,0.86,0.164,5.22379131510056e-234,"8","INHBA"
"ITGA1",3.98938609869898e-238,2.13120490463159,0.699,0.091,8.0286395236317e-234,"8","ITGA1"
"FMNL3",1.3425690262842e-235,0.75266778018749,0.337,0.016,2.70192016539696e-231,"8","FMNL3"
"FSCN1",2.28616310861797e-232,0.976912070563096,0.487,0.038,4.60090325609367e-228,"8","FSCN1"
"NOTCH21",6.79703997102576e-231,1.46843901207979,0.591,0.064,1.36790429416893e-226,"8","NOTCH2"
"IFITM1",1.3848867595909e-230,1.56573721794349,0.71,0.094,2.78708460367668e-226,"8","IFITM1"
"CLMP",4.84175651184581e-230,0.769835580827226,0.251,0.008,9.74403498008969e-226,"8","CLMP"
"MYLK",2.82866005264352e-226,1.08908804827127,0.387,0.024,5.69267835594509e-222,"8","MYLK"
"BMP1",7.6008703464761e-226,1.54827033157493,0.541,0.054,1.52967515722831e-221,"8","BMP1"
"NNMT",2.32645923120746e-221,1.51903189845445,0.663,0.083,4.68199920280501e-217,"8","NNMT"
"MMP1",2.50075059515087e-219,3.61172149857795,0.369,0.023,5.03276057274113e-215,"8","MMP1"
"EFEMP2",2.06526716635278e-218,0.835420222311274,0.419,0.03,4.15635017228497e-214,"8","EFEMP2"
"PI15",3.91823230738294e-211,2.22728042665028,0.269,0.011,7.88544251860817e-207,"8","PI15"
"ACTA2",7.00418960607845e-211,1.29078178472636,0.384,0.026,1.40959315822329e-206,"8","ACTA2"
"GPX8",2.59065703555108e-210,0.643926871763684,0.258,0.01,5.21369728404655e-206,"8","GPX8"
"EBF1",1.29787132037098e-209,0.64181309760157,0.283,0.012,2.6119660322466e-205,"8","EBF1"
"INAFM1",1.47706084277219e-208,1.30364967522783,0.588,0.07,2.97258494607903e-204,"8","INAFM1"
"GPNMB",1.86446316400426e-207,1.16366989062349,0.455,0.039,3.75223211755857e-203,"8","GPNMB"
"EDNRB",5.07776894802438e-207,0.924727505101063,0.358,0.022,1.02190100078991e-202,"8","EDNRB"
"APOE",7.70114301747375e-207,0.830243866972004,0.294,0.014,1.54985503226659e-202,"8","APOE"
"FHL21",2.67001904285054e-206,1.33244056581304,0.559,0.062,5.37341332373671e-202,"8","FHL2"
"ADAMTS4",3.79681392145796e-202,0.816053438647574,0.48,0.042,7.64108801693414e-198,"8","ADAMTS4"
"LAMB1",2.59005535654318e-195,1.61518497769754,0.677,0.105,5.21248640504314e-191,"8","LAMB1"
"TRPV2",7.42448252956454e-195,0.788021473978119,0.305,0.017,1.49417710907486e-190,"8","TRPV2"
"AXL",1.27068530635118e-194,0.80326136944337,0.319,0.018,2.55725417903176e-190,"8","AXL"
"ITPRIP",4.55487731776559e-192,0.951577735460533,0.434,0.037,9.16669060200324e-188,"8","ITPRIP"
"BST2",9.6255898960654e-192,1.04431957089238,0.47,0.044,1.93714996658316e-187,"8","BST2"
"FRMD6",2.63166662061757e-191,0.759831067380014,0.315,0.018,5.29622907399286e-187,"8","FRMD6"
"JARID2",3.57111869948129e-187,1.58841289461449,0.695,0.117,7.1868763827061e-183,"8","JARID2"
"RBMS1",1.40661604822536e-186,1.24382175767503,0.659,0.099,2.83081479705354e-182,"8","RBMS1"
"HOXB2",2.00151867634022e-186,1.03901292431558,0.398,0.032,4.0280563361347e-182,"8","HOXB2"
"SERPING11",4.71478058044005e-185,1.22129238765698,0.814,0.143,9.4884959181356e-181,"8","SERPING1"
"IGFBP51",2.37016765471811e-184,4.3600751211267,0.674,0.118,4.7699624051202e-180,"8","IGFBP5"
"ZEB2",4.09213184257399e-184,0.705348768364588,0.33,0.021,8.23541533318016e-180,"8","ZEB2"
"PLAU1",9.77489115398098e-183,2.89746134069835,0.659,0.104,1.96719684473867e-178,"8","PLAU"
"CEBPB1",2.32230594542495e-182,2.13470540106832,0.9,0.234,4.67364071516771e-178,"8","CEBPB"
"SLC1A5",2.12487138176509e-178,1.06696022746152,0.48,0.052,4.27630365580224e-174,"8","SLC1A5"
"EVA1B",2.58390826653316e-176,1.51681724082439,0.771,0.154,5.20011538639799e-172,"8","EVA1B"
"FLNA1",4.81912357968832e-176,1.9258877011559,0.925,0.231,9.69848620412274e-172,"8","FLNA"
"DCBLD2",1.27531227488391e-175,1.13268801528576,0.516,0.062,2.56656595320388e-171,"8","DCBLD2"
"THBS1",5.34880737778975e-175,2.29731646496385,0.516,0.064,1.07644748478019e-170,"8","THBS1"
"TGFB11",1.20340648937548e-174,1.29579079100585,0.599,0.088,2.42185555986815e-170,"8","TGFB1"
"NOTCH1",3.12168571731193e-173,1.20971389399423,0.423,0.04,6.28239250609026e-169,"8","NOTCH1"
"ADCY3",3.43425070805306e-173,0.87179288843846,0.412,0.037,6.91142954995679e-169,"8","ADCY3"
"PMP22",6.36586195422163e-173,0.823241020551026,0.333,0.024,1.2811297182871e-168,"8","PMP22"
"DKK3",1.7752419329699e-172,1.10176819797192,0.362,0.029,3.57267439010191e-168,"8","DKK3"
"GYPC1",1.6882515342814e-171,1.16101570188837,0.581,0.078,3.39760621274131e-167,"8","GYPC"
"RGS10",1.99276532523849e-169,0.709212729491084,0.29,0.018,4.01044021704246e-165,"8","RGS10"
"VASN",2.9297796601062e-168,0.702283542829056,0.319,0.022,5.89618156596372e-164,"8","VASN"
"MSC",3.06586455689173e-167,1.07827905297831,0.441,0.046,6.1700524207446e-163,"8","MSC"
"GEM",5.20802548115412e-166,1.16240396296258,0.498,0.061,1.04811512808227e-161,"8","GEM"
"FOXF1",8.97585816825195e-165,0.894720729966451,0.258,0.014,1.8063914563607e-160,"8","FOXF1"
"C1R1",1.48819235840255e-164,1.27297827101959,0.502,0.062,2.99498712128514e-160,"8","C1R"
"UACA",2.64877462510882e-163,1.38896665101971,0.43,0.047,5.3306589330315e-159,"8","UACA"
"PLIN22",3.84010158164888e-161,2.27701613976039,0.925,0.266,7.72820443306838e-157,"8","PLIN2"
"GPC11",1.05297217041171e-159,1.37516973495957,0.599,0.096,2.11910649295356e-155,"8","GPC1"
"TIMP1",2.34565499150542e-159,4.50400338896425,0.993,0.753,4.72063067040465e-155,"8","TIMP1"
"IGFBP71",3.60391032434307e-159,2.60878093238253,0.989,0.446,7.25286952774043e-155,"8","IGFBP7"
"FAP1",4.68688305701218e-159,1.26710917089943,0.591,0.089,9.43235215223701e-155,"8","FAP"
"PRICKLE1",9.19311205982275e-159,0.625313018175342,0.251,0.014,1.85011380203933e-154,"8","PRICKLE1"
"IFITM21",1.34465103158562e-158,1.56695190006421,0.91,0.238,2.70611020106607e-154,"8","IFITM2"
"NRP11",2.70391120948611e-158,1.32206593127803,0.67,0.118,5.44162130909079e-154,"8","NRP1"
"FAM101B",1.16392182884905e-157,0.743011148709036,0.369,0.033,2.34239268055871e-153,"8","FAM101B"
"SH3PXD2B",1.8130810513231e-157,1.0240977598107,0.477,0.06,3.64882561578773e-153,"8","SH3PXD2B"
"ZEB1",6.0126709311399e-157,0.929659499946929,0.434,0.047,1.2100500248919e-152,"8","ZEB1"
"LMO41",2.83956672101771e-156,1.36284463142668,0.667,0.122,5.71462802604813e-152,"8","LMO4"
"LIMS1",6.28827277566718e-155,1.55667152356783,0.771,0.178,1.26551489610302e-150,"8","LIMS1"
"HMOX1",3.90660335682145e-153,2.62518730371802,0.545,0.082,7.86203925560317e-149,"8","HMOX1"
"TAGLN",9.8645873823552e-152,1.98271506549175,0.441,0.052,1.98524821069898e-147,"8","TAGLN"
"PTK7",1.02104136362569e-151,1.65734013146442,0.656,0.128,2.0548457442967e-147,"8","PTK7"
"NBL11",1.94584450386271e-151,2.31672440859505,0.903,0.311,3.91601206402371e-147,"8","NBL1"
"ANXA1",1.33915089451647e-150,1.05425531200136,0.419,0.046,2.69504117521439e-146,"8","ANXA1"
"HK11",3.04144456414593e-148,1.0891471825436,0.624,0.105,6.12090718534368e-144,"8","HK1"
"SMTN1",9.57989540517965e-147,1.16972378201417,0.563,0.091,1.92795395029241e-142,"8","SMTN"
"WIPI1",7.45584506054301e-146,1.10627798089711,0.516,0.076,1.50048881843428e-141,"8","WIPI1"
"PTGS2",1.47943598977146e-145,2.63298103095394,0.452,0.057,2.97736492941506e-141,"8","PTGS2"
"HTRA1",2.76593280029406e-145,1.11678744257554,0.516,0.074,5.56643976059179e-141,"8","HTRA1"
"RASA3",6.64109946632009e-144,0.796788685402513,0.344,0.032,1.33652126759692e-139,"8","RASA3"
"IFI16",7.52296111785063e-144,0.634751168625786,0.312,0.025,1.51399592496744e-139,"8","IFI16"
"RNF152",1.98613346728673e-143,0.771354440318297,0.308,0.025,3.99709360291454e-139,"8","RNF152"
"LHFPL2",6.05577837092956e-141,1.08346145740157,0.502,0.074,1.21872539714957e-136,"8","LHFPL2"
"CRTAP",6.60756547937501e-140,1.68984058438293,0.799,0.23,1.32977255272422e-135,"8","CRTAP"
"EHD2",1.03524110710481e-138,1.12588421224351,0.534,0.087,2.08342272804842e-134,"8","EHD2"
"SULF1",1.44944873965077e-137,1.48179428373768,0.394,0.047,2.91701558854717e-133,"8","SULF1"
"VIM2",2.26488321444558e-137,2.04998222216571,0.961,0.38,4.55807746907173e-133,"8","VIM"
"SH3PXD2A",3.50210364568797e-137,1.24064723171655,0.541,0.088,7.04798358694703e-133,"8","SH3PXD2A"
"TNS12",3.97908853870101e-136,1.4818299168068,0.688,0.151,8.00791568413578e-132,"8","TNS1"
"STK17B",3.14296095964809e-133,0.766320787660936,0.283,0.023,6.32520893129178e-129,"8","STK17B"
"NT5E",6.22428845024067e-133,0.801149440279938,0.265,0.02,1.25263805061093e-128,"8","NT5E"
"RND31",7.46248688825865e-133,1.24726899063801,0.466,0.067,1.50182548626205e-128,"8","RND3"
"PMEPA11",3.17407443346342e-132,1.16196433808881,0.918,0.258,6.38782479734512e-128,"8","PMEPA1"
"SH2B3",1.45371417783904e-131,0.722857621739798,0.373,0.041,2.92559978290107e-127,"8","SH2B3"
"C1QTNF6",4.86875998081591e-131,0.6475027450216,0.28,0.023,9.79837946139202e-127,"8","C1QTNF6"
"RAB31",5.13468729348094e-131,1.53709231834779,0.753,0.189,1.03335581781304e-126,"8","RAB31"
"CREB3L11",7.45486515894031e-131,1.30486322617631,0.559,0.105,1.50029161323674e-126,"8","CREB3L1"
"SLC2A3",5.6798366697896e-130,1.02044140407766,0.484,0.07,1.14306712979516e-125,"8","SLC2A3"
"CALU",1.18376825113118e-129,1.91411895797947,0.81,0.269,2.3823336054015e-125,"8","CALU"
"DTX4",2.42237254238264e-129,0.713572567425937,0.283,0.024,4.87502474154506e-125,"8","DTX4"
"RAI14",1.55894585591099e-128,1.07332253325975,0.573,0.104,3.13737853502088e-124,"8","RAI14"
"RARRES1",3.25674644585833e-128,0.846910963846121,0.283,0.024,6.5542022222899e-124,"8","RARRES1"
"LAMC11",4.71986838601582e-127,1.56736878396612,0.774,0.216,9.49873512685683e-123,"8","LAMC1"
"FAM126A",1.71390942621898e-126,0.628387928464453,0.28,0.024,3.44924272026569e-122,"8","FAM126A"
"CLEC11A",2.31628200739692e-126,1.22328139842389,0.534,0.093,4.6615175398863e-122,"8","CLEC11A"
"TMEM158",7.13239985288838e-126,2.14274129715665,0.416,0.057,1.43539547039379e-121,"8","TMEM158"
"MYH91",1.56809141921311e-125,1.74635066322739,0.975,0.491,3.15578398116638e-121,"8","MYH9"
"SEPT6",1.09640860877125e-121,1.1447918264812,0.516,0.09,2.20652232515215e-117,"8","SEPT6"
"CD2761",6.12156060876327e-121,1.42900396357405,0.771,0.218,1.23196407251361e-116,"8","CD276"
"HK2",9.40745325163934e-121,0.750512084779648,0.315,0.032,1.89324996689242e-116,"8","HK2"
"RASL10B",1.1309241832193e-120,0.619524306467173,0.29,0.027,2.27598491872885e-116,"8","RASL10B"
"ARHGEF21",1.67354836140499e-120,0.996211750664167,0.473,0.074,3.36801607732755e-116,"8","ARHGEF2"
"NBPF151",1.39689408491712e-119,1.18013244253874,0.606,0.129,2.8112493458957e-115,"8","NBPF15"
"PHLDA12",2.87893760221133e-119,1.49912570604242,0.72,0.177,5.7938619244503e-115,"8","PHLDA1"
"AKAP12",1.02494574468933e-118,1.0704815979441,0.484,0.077,2.06270331118728e-114,"8","AKAP12"
"TMEM47",2.57813594156416e-118,0.579607324208603,0.258,0.021,5.18849858239786e-114,"8","TMEM47"
"NDUFA4L2",6.32220514906196e-118,0.94456622178998,0.297,0.029,1.27234378624872e-113,"8","NDUFA4L2"
"NUPR12",4.51590991921269e-117,1.15783266763389,0.692,0.163,9.08826871241554e-113,"8","NUPR1"
"CBLB",1.04615793078192e-116,0.992233098095134,0.416,0.06,2.1053928356986e-112,"8","CBLB"
"PPP1R181",1.11380909807813e-116,1.09025009306276,0.584,0.115,2.24154080988224e-112,"8","PPP1R18"
"BICC1",2.70743269899231e-114,0.629966124953582,0.29,0.028,5.44870830672202e-110,"8","BICC1"
"SHMT21",4.56793297974637e-114,1.26705006891482,0.735,0.208,9.19296512173958e-110,"8","SHMT2"
"ENC1",6.73781465541053e-113,0.996202794457681,0.348,0.042,1.35598519940137e-108,"8","ENC1"
"PLEKHO1",1.1623322403606e-112,0.919147830665687,0.595,0.117,2.33919363372572e-108,"8","PLEKHO1"
"FAM20C",1.86498577683888e-112,1.31068521483021,0.559,0.114,3.75328387588826e-108,"8","FAM20C"
"CCDC71L",2.34709263050483e-112,0.877250786891695,0.337,0.04,4.72352391889097e-108,"8","CCDC71L"
"ANGPTL2",2.37597112556361e-112,0.853003621975191,0.43,0.063,4.78164189019676e-108,"8","ANGPTL2"
"OAF2",3.04131994565875e-111,1.71171659725107,0.659,0.156,6.12065639063824e-107,"8","OAF"
"EMP3",4.2857453076066e-111,0.982889225818366,0.484,0.083,8.62506243155829e-107,"8","EMP3"
"TFPI21",1.93901883405542e-110,2.6898025497985,0.452,0.075,3.90227540353653e-106,"8","TFPI2"
"NR2F2",1.39686966575118e-109,1.23168738333123,0.534,0.106,2.81120020232424e-105,"8","NR2F2"
"SEC23A",4.12419590434716e-109,1.03213159417225,0.509,0.094,8.29994425749865e-105,"8","SEC23A"
"NBPF141",6.0744097318336e-109,0.86995878184768,0.409,0.061,1.22247495853151e-104,"8","NBPF14"
"PLXND1",1.22605224126935e-108,0.953475860329948,0.48,0.083,2.46743013555457e-104,"8","PLXND1"
"NFATC4",2.01700579301978e-108,0.862116008383321,0.43,0.066,4.05922415845231e-104,"8","NFATC4"
"P3H1",6.74389102468055e-108,0.801868564027522,0.412,0.062,1.35720806871696e-103,"8","P3H1"
"SNX9",2.12039799571029e-107,1.49945876513762,0.799,0.271,4.26730096636695e-103,"8","SNX9"
"NT5DC2",3.29102451425523e-107,1.42902290117737,0.613,0.149,6.62318683493864e-103,"8","NT5DC2"
"MPZL11",1.50309566093597e-106,1.55671855486628,0.789,0.28,3.02498001763363e-102,"8","MPZL1"
"LDHB1",1.32460796439479e-105,1.39954171121442,0.774,0.252,2.66577352834451e-101,"8","LDHB"
"TSKU",1.77343976849665e-105,0.859448053096394,0.419,0.068,3.5690475340995e-101,"8","TSKU"
"S100A161",7.86115463807898e-105,1.15392653935351,0.735,0.192,1.58205737091339e-100,"8","S100A16"
"RNF241",2.4938671757832e-104,1.19988372775202,0.588,0.137,5.01890769126368e-100,"8","RNF24"
"LY6E1",6.76800465778613e-104,0.983734522521677,0.624,0.142,1.36206093737946e-99,"8","LY6E"
"MYO9B",9.6081669532726e-104,0.665474705925085,0.366,0.05,1.93364359934611e-99,"8","MYO9B"
"ITPRIPL2",3.49630555606265e-103,0.890306085238287,0.484,0.09,7.03631493157609e-99,"8","ITPRIPL2"
"HOMER31",2.30390186618833e-102,0.944256674448123,0.491,0.093,4.63660250570402e-98,"8","HOMER3"
"MIR4435.2HG1",2.70306961838209e-102,1.00164520974084,0.487,0.09,5.43992760699395e-98,"8","MIR4435.2HG"
"NAB2",3.15063269455279e-102,0.791934690370144,0.452,0.077,6.34064829778749e-98,"8","NAB2"
"PLOD1",4.3814063365382e-102,1.22485589869612,0.634,0.163,8.81758025228313e-98,"8","PLOD1"
"IFITM32",9.17927337618096e-102,1.42895698057533,0.953,0.355,1.84732876695642e-97,"8","IFITM3"
"TMEM981",3.65418069163941e-101,0.983119712696783,0.487,0.096,7.35403864192431e-97,"8","TMEM98"
"DAB21",1.80029730113087e-100,0.73840024012862,0.369,0.052,3.62309831852587e-96,"8","DAB2"
"LAMB21",4.45573893522383e-100,0.789696528192791,0.437,0.074,8.96717460713795e-96,"8","LAMB2"
"CLIC41",1.95170131944685e-99,0.822818507621838,0.606,0.138,3.92779890538679e-95,"8","CLIC4"
"SYNJ21",2.85484921566143e-99,1.28527579496012,0.724,0.217,5.74538404651862e-95,"8","SYNJ2"
"LARP6",5.63208455052915e-99,0.735895668230203,0.412,0.067,1.13345701579399e-94,"8","LARP6"
"NRP2",5.98335174745412e-99,0.646880636288069,0.373,0.053,1.20414953917514e-94,"8","NRP2"
"ELK3",1.67302712565074e-98,0.773222751968055,0.394,0.062,3.36696709037211e-94,"8","ELK3"
"PPFIBP1",1.86931569967071e-98,0.682118388279693,0.387,0.059,3.7619978455873e-94,"8","PPFIBP1"
"CSGALNACT2",1.33867768780565e-97,0.702112718687168,0.412,0.067,2.69408884670887e-93,"8","CSGALNACT2"
"MDFIC",1.09771856127595e-96,0.553529454643805,0.287,0.033,2.20915860456785e-92,"8","MDFIC"
"TUBB61",1.56241933290811e-96,1.02647686132489,0.599,0.143,3.14436890747757e-92,"8","TUBB6"
"CHST15",1.70690345781622e-96,0.58560960368321,0.254,0.026,3.43514320885514e-92,"8","CHST15"
"A4GALT",2.46922072603073e-96,0.70245591943428,0.326,0.043,4.96930671113683e-92,"8","A4GALT"
"ANGPTL42",1.27262413679278e-94,1.67709611508178,0.76,0.237,2.56115607529547e-90,"8","ANGPTL4"
"QKI1",9.80755333624161e-94,0.913811920445448,0.559,0.125,1.97377010891862e-89,"8","QKI"
"PLAUR1",2.77572442514602e-93,1.24156651555207,0.609,0.153,5.58614540560637e-89,"8","PLAUR"
"SSH1",2.84400390825825e-93,1.05772289216788,0.57,0.134,5.72355786536973e-89,"8","SSH1"
"LGALS31",2.12349377875813e-92,1.15891450352957,0.692,0.196,4.27353122975074e-88,"8","LGALS3"
"MSN1",2.2498873091373e-92,1.12166971004952,0.76,0.237,4.52789820963881e-88,"8","MSN"
"SELM1",3.74394999070425e-92,1.34005488272002,0.849,0.373,7.5346993562923e-88,"8","SELM"
"IER31",5.59078824970037e-92,2.27308782729823,0.968,0.635,1.1251461352522e-87,"8","IER3"
"C2CD2",6.6509471710285e-92,0.529035791312912,0.283,0.034,1.33850311816949e-87,"8","C2CD2"
"SPRED1",4.44861822440935e-91,0.615840035208218,0.308,0.04,8.95284417662381e-87,"8","SPRED1"
"TMSB102",1.6725710559839e-90,1.32850484999352,0.989,0.674,3.3660492501676e-86,"8","TMSB10"
"CMTM3",3.67274863994864e-89,0.702520171919168,0.358,0.055,7.39140663789663e-85,"8","CMTM3"
"TRPS1",9.89919658129277e-89,0.653438181095273,0.283,0.035,1.99221331198517e-84,"8","TRPS1"
"PHLDA3",8.33056340718663e-88,0.854494070757109,0.462,0.093,1.67652588569631e-83,"8","PHLDA3"
"CNN31",1.37520926728496e-86,1.28445783639364,0.656,0.189,2.76760865041098e-82,"8","CNN3"
"TMEM45A",2.81343912014229e-86,0.903142515544612,0.366,0.061,5.66204622928636e-82,"8","TMEM45A"
"SEC14L2",5.51919542759904e-86,0.550586371728401,0.269,0.033,1.11073807980431e-81,"8","SEC14L2"
"DSE",2.1470219523659e-85,0.566321054016609,0.301,0.041,4.32088167913638e-81,"8","DSE"
"GJA1",5.31654159160719e-85,0.660318218287704,0.326,0.048,1.06995399531095e-80,"8","GJA1"
"ACTN11",9.19640959722079e-84,1.48348402041806,0.925,0.529,1.85077743144068e-79,"8","ACTN1"
"TFPI1",4.95658793483984e-83,0.941883793281617,0.545,0.135,9.97513321886518e-79,"8","TFPI"
"JDP2",5.39454424923584e-83,0.665242839996878,0.308,0.045,1.08565203015871e-78,"8","JDP2"
"CERCAM1",9.33148768248478e-83,1.07934590810895,0.502,0.119,1.87796189610006e-78,"8","CERCAM"
"CDR2L1",3.71986657128455e-82,0.695414025507378,0.387,0.069,7.48623147471015e-78,"8","CDR2L"
"AP2M1",4.47915525790372e-82,1.2155668940897,0.943,0.589,9.01429995653124e-78,"8","AP2M1"
"ITGB51",7.16992936682231e-82,1.2138507146939,0.616,0.176,1.44294828507299e-77,"8","ITGB5"
"ITGB12",2.13372382410995e-81,1.24736045131751,0.975,0.769,4.29411919602128e-77,"8","ITGB1"
"CTGF1",4.79519630211201e-81,1.32639408925862,0.376,0.067,9.65033255800042e-77,"8","CTGF"
"IL1R11",6.8639566444621e-81,1.13835991309883,0.534,0.138,1.381371274698e-76,"8","IL1R1"
"CKAP4",2.01879473183966e-80,1.34578680047425,0.857,0.435,4.06282439782731e-76,"8","CKAP4"
"SLC38A21",5.32470414239385e-80,1.08221599347034,0.616,0.177,1.07159670865676e-75,"8","SLC38A2"
"LITAF1",6.69674367345487e-80,1.10843459915912,0.738,0.247,1.34771966428279e-75,"8","LITAF"
"HSPG21",4.35667150970483e-79,0.572078914859884,0.505,0.11,8.76780141328097e-75,"8","HSPG2"
"SLC16A3",1.05396185332054e-78,0.870669409357625,0.437,0.091,2.12109822980758e-74,"8","SLC16A3"
"EXT11",9.90612021011209e-78,0.861318155158072,0.548,0.143,1.99360669228506e-73,"8","EXT1"
"STC1",1.33705437031691e-77,1.15768798774367,0.351,0.06,2.69082192026278e-73,"8","STC1"
"ARHGEF40",2.17093623457233e-77,0.699548329788147,0.387,0.073,4.36900917207682e-73,"8","ARHGEF40"
"AMOTL1",4.2325841499384e-76,0.649911544147512,0.38,0.072,8.51807560175103e-72,"8","AMOTL1"
"SEPT91",9.4318265096306e-76,0.979423014554191,0.731,0.244,1.89815508506316e-71,"8","SEPT9"
"AKR1B1",4.54951109465363e-75,1.42923065992686,0.731,0.287,9.15589107799043e-71,"8","AKR1B1"
"HES41",6.81843979449087e-75,0.928343979109161,0.538,0.139,1.37221100864129e-70,"8","HES4"
"TEAD21",8.88801347168147e-75,0.753307010903007,0.427,0.09,1.7887127111759e-70,"8","TEAD2"
"MARVELD1",5.65786310282869e-74,0.602700632231071,0.323,0.053,1.13864494944427e-69,"8","MARVELD1"
"OLFM22",6.41613297662378e-74,1.10890512750071,0.548,0.155,1.29124676154553e-69,"8","OLFM2"
"JAG11",2.8498305490137e-73,0.726003104008135,0.366,0.068,5.73528397989007e-69,"8","JAG1"
"PDLIM72",4.5221059555349e-73,0.934497075139693,0.52,0.135,9.10073823551399e-69,"8","PDLIM7"
"DDIT42",8.58345064486182e-73,1.82267711033618,0.867,0.426,1.72741944227844e-68,"8","DDIT4"
