"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"USO11",6.10827153667235e-15,0.338307093038891,0.443,0.276,1.22928964675531e-10,"7","USO1"
"MAN1A13",6.81737022553364e-15,0.250066769502963,0.607,0.397,1.37199575788865e-10,"7","MAN1A1"
"PHF1",7.52385776330773e-15,0.26528151551287,0.345,0.185,1.51417637486568e-10,"7","PHF1"
"SCRN13",8.26457928274158e-15,0.352234886392131,0.546,0.354,1.66324658065174e-10,"7","SCRN1"
"AFF4",8.81299207766396e-15,0.273428904985905,0.5,0.309,1.77361465562987e-10,"7","AFF4"
"ERO1A1",8.86582008849931e-15,0.279742318963761,0.419,0.248,1.78424629281049e-10,"7","ERO1A"
"ATP6V1A1",9.86788382846506e-15,0.292206964876671,0.592,0.386,1.98591162047859e-10,"7","ATP6V1A"
"ATXN10",1.00406696789793e-14,0.32678201283793,0.537,0.353,2.02068477289458e-10,"7","ATXN10"
"PPP2R5E",1.03076405145736e-14,0.343350090816254,0.343,0.196,2.07441265355794e-10,"7","PPP2R5E"
"PFKP1",1.03244201555993e-14,0.333684337125722,0.474,0.285,2.07778955631435e-10,"7","PFKP"
"TSTD14",1.04393920349088e-14,0.316770219047284,0.633,0.45,2.10092764702539e-10,"7","TSTD1"
"PNRC21",1.1491048875501e-14,0.339636792128524,0.489,0.312,2.31257358619457e-10,"7","PNRC2"
"TM2D1",1.15498202407576e-14,0.31504180555572,0.389,0.224,2.32440132345247e-10,"7","TM2D1"
"CCT4",1.74434960585123e-14,0.388799863494626,0.614,0.438,3.51050358177559e-10,"7","CCT4"
"GLG11",1.77023596724682e-14,0.32586581891697,0.531,0.352,3.56259988408422e-10,"7","GLG1"
"ESD",2.10789964139442e-14,0.335028863391405,0.419,0.257,4.24214802830627e-10,"7","ESD"
"C1D2",2.29568259354031e-14,0.280614695199817,0.472,0.292,4.62006121949987e-10,"7","C1D"
"LYSMD21",2.36888832663853e-14,0.26740337528584,0.358,0.198,4.76738775736003e-10,"7","LYSMD2"
"BNIP31",2.56945060504799e-14,0.411330931442243,0.662,0.497,5.17101934265908e-10,"7","BNIP3"
"CD462",2.62615834191478e-14,0.259186893750244,0.59,0.394,5.28514366310349e-10,"7","CD46"
"PLK21",2.88622668803442e-14,0.423899425105827,0.356,0.201,5.80853120966926e-10,"7","PLK2"
"ABHD2",2.9080328584888e-14,0.32909817331378,0.463,0.294,5.85241612770871e-10,"7","ABHD2"
"SLK",3.20063789188568e-14,0.303113849977469,0.397,0.241,6.44128375741993e-10,"7","SLK"
"CEP411",3.22007428133158e-14,0.251778140885729,0.29,0.151,6.48039949117981e-10,"7","CEP41"
"UBXN4",3.94290013460626e-14,0.288943524713107,0.48,0.306,7.93508652089509e-10,"7","UBXN4"
"CLSTN31",4.15628362723433e-14,0.382633979950144,0.323,0.181,8.3645207998091e-10,"7","CLSTN3"
"ABR2",4.33272499711041e-14,0.267389436577856,0.391,0.224,8.71960905668471e-10,"7","ABR"
"KLF13",4.63850312203943e-14,0.253475705396726,0.264,0.135,9.33498753310435e-10,"7","KLF13"
"MECP2",4.94460271161636e-14,0.258880431355763,0.376,0.211,9.95101295712793e-10,"7","MECP2"
"MARCH81",5.79472684790691e-14,0.312812317240557,0.297,0.158,1.16618877814127e-09,"7","MARCH8"
"PHIP1",6.28499397556332e-14,0.38738792733309,0.437,0.281,1.26485503758212e-09,"7","PHIP"
"SNHG82",6.69188021297126e-14,0.295613382477362,0.825,0.658,1.34674089286047e-09,"7","SNHG8"
"POR1",7.12283568377491e-14,0.443251548608952,0.491,0.33,1.4334706813597e-09,"7","POR"
"ABHD14B1",7.25515504117854e-14,0.304051855516008,0.437,0.267,1.46009995203718e-09,"7","ABHD14B"
"BRD72",7.82755371338074e-14,0.287991758901652,0.52,0.333,1.57529518481787e-09,"7","BRD7"
"CDK2AP1",8.78073409175136e-14,0.294126517950043,0.683,0.489,1.76712273596496e-09,"7","CDK2AP1"
"CUL4B",1.0330633249474e-13,0.285069737122616,0.293,0.158,2.07903994145664e-09,"7","CUL4B"
"CD3201",1.15112917906345e-13,0.282186970629105,0.386,0.229,2.31664747286519e-09,"7","CD320"
"TMEM87A1",1.36756532481751e-13,0.278114307698912,0.448,0.279,2.75222521619524e-09,"7","TMEM87A"
"KDM5A",1.41941464212428e-13,0.298246716753935,0.343,0.195,2.85657196727511e-09,"7","KDM5A"
"PRPS11",1.49721282366449e-13,0.295993514849184,0.45,0.279,3.01314080762479e-09,"7","PRPS1"
"MPHOSPH8",1.58217181120862e-13,0.277325750673649,0.513,0.319,3.18412077005734e-09,"7","MPHOSPH8"
"SDHC1",1.7117101083937e-13,0.310276658414342,0.683,0.495,3.44481659314232e-09,"7","SDHC"
"GDA2",2.18524960180548e-13,0.296110333525568,0.321,0.178,4.39781482363352e-09,"7","GDA"
"WBP21",2.19771178410242e-13,0.346875696441084,0.544,0.366,4.42289496550611e-09,"7","WBP2"
"GSE11",2.35812301373397e-13,0.263732476519517,0.404,0.239,4.74572256513961e-09,"7","GSE1"
"ATP6V0E11",2.40230017099579e-13,0.360443945679035,0.799,0.666,4.83462909412903e-09,"7","ATP6V0E1"
"HMGN11",2.71195198546206e-13,0.298610843250603,0.795,0.63,5.45780337074239e-09,"7","HMGN1"
"COPG11",2.75321191156452e-13,0.335483015111372,0.504,0.335,5.54083897202359e-09,"7","COPG1"
"SYF2",2.8235891225912e-13,0.275166479897563,0.408,0.251,5.6824731092148e-09,"7","SYF2"
"MKRN1",2.88102013033479e-13,0.29644891183412,0.349,0.203,5.79805301229877e-09,"7","MKRN1"
"UFL11",2.90024434764234e-13,0.316190055716797,0.33,0.189,5.83674174963021e-09,"7","UFL1"
"TMEM2451",3.09842116526679e-13,0.311352375940719,0.467,0.301,6.23557259509941e-09,"7","TMEM245"
"SMPD13",3.29275812196212e-13,0.273466133571721,0.659,0.469,6.62667572044877e-09,"7","SMPD1"
"MRFAP1L1",3.45900230204293e-13,0.26325819089601,0.367,0.214,6.96124213286139e-09,"7","MRFAP1L1"
"HOOK12",4.28213402625041e-13,0.254180667383968,0.369,0.216,8.61779472782894e-09,"7","HOOK1"
"SPIN1",4.71022368403485e-13,0.345161874274339,0.406,0.259,9.47932516412014e-09,"7","SPIN1"
"CSNK1A1",4.73338414342677e-13,0.282699028088083,0.515,0.342,9.52593558864637e-09,"7","CSNK1A1"
"ADIPOR1",5.0911225494231e-13,0.286361251136741,0.594,0.412,1.0245884130714e-08,"7","ADIPOR1"
"UBE2D31",6.28545267208628e-13,0.257229626904105,0.823,0.664,1.26494735025736e-08,"7","UBE2D3"
"UQCRC2",6.65036236307993e-13,0.295119813800932,0.496,0.324,1.33838542556984e-08,"7","UQCRC2"
"SLC36A41",6.69236592445731e-13,0.260198999311713,0.325,0.181,1.34683864229703e-08,"7","SLC36A4"
"ATF6",1.02617970337503e-12,0.331613725345357,0.443,0.278,2.06518665304224e-08,"7","ATF6"
"UBQLN1",1.09019714591053e-12,0.33545612571214,0.522,0.36,2.19402175614493e-08,"7","UBQLN1"
"PPP1CB1",1.09414163974461e-12,0.278550240613796,0.705,0.518,2.20196004998602e-08,"7","PPP1CB"
"TPR",1.09999579494475e-12,0.253286929158039,0.338,0.196,2.21374153732631e-08,"7","TPR"
"STAG2",1.17128270536286e-12,0.30327698788253,0.397,0.249,2.35720644454276e-08,"7","STAG2"
"MCTS1",1.18719436816922e-12,0.271933520006823,0.365,0.218,2.38922866594056e-08,"7","MCTS1"
"DDX6",1.26539040470682e-12,0.293921805921773,0.45,0.289,2.54659818947247e-08,"7","DDX6"
"NEAT12",1.35776820005179e-12,0.375314110973403,0.541,0.38,2.73250850260423e-08,"7","NEAT1"
"SLC43A22",1.37671717586184e-12,0.29280260383733,0.303,0.168,2.77064331642195e-08,"7","SLC43A2"
"RAB5B1",1.39724393676675e-12,0.260800399497046,0.456,0.287,2.81195342274309e-08,"7","RAB5B"
"RAD50",1.39845672763829e-12,0.256584655718353,0.266,0.142,2.81439416437205e-08,"7","RAD50"
"FAM177A1",1.5501710882213e-12,0.275830959552917,0.502,0.33,3.11971931504536e-08,"7","FAM177A1"
"ARFGEF1",1.69847924566658e-12,0.280593220130921,0.253,0.134,3.418189481904e-08,"7","ARFGEF1"
"NSRP1",1.74241937110173e-12,0.290384548363992,0.33,0.193,3.50661898434224e-08,"7","NSRP1"
"SFT2D2",1.86765900667741e-12,0.338236205454812,0.301,0.169,3.75866375093829e-08,"7","SFT2D2"
"CFAP362",1.99594898480772e-12,0.266749966129552,0.426,0.265,4.01684733192553e-08,"7","CFAP36"
"NBAS",2.20290069351467e-12,0.285534070002964,0.269,0.146,4.43333764569827e-08,"7","NBAS"
"CASC41",2.36465340494297e-12,0.358129540624212,0.57,0.397,4.75886497744773e-08,"7","CASC4"
"RAB5A",2.45142540780524e-12,0.269917987982643,0.376,0.228,4.93349363320804e-08,"7","RAB5A"
"TBCC1",2.63961850211135e-12,0.265563174948559,0.332,0.189,5.31223223549909e-08,"7","TBCC"
"TOMM34",2.82473139266184e-12,0.348004742111135,0.515,0.359,5.68477192773196e-08,"7","TOMM34"
"SRP54",3.13982039293963e-12,0.253429035388733,0.41,0.256,6.318888540791e-08,"7","SRP54"
"PCMT11",3.20766995121498e-12,0.262486160732165,0.476,0.316,6.45543577682014e-08,"7","PCMT1"
"SUMO11",3.48490192957356e-12,0.284446846294469,0.541,0.374,7.0133651332668e-08,"7","SUMO1"
"RSF1",3.82952204940445e-12,0.283367033459292,0.408,0.255,7.70691312442645e-08,"7","RSF1"
"GCC2",3.87760068477863e-12,0.260407744962946,0.369,0.221,7.80367137811698e-08,"7","GCC2"
"PAFAH1B11",3.88725044533539e-12,0.264447309452377,0.531,0.355,7.82309152123747e-08,"7","PAFAH1B1"
"ZC3HAV1",4.21960577153484e-12,0.284494463146898,0.301,0.17,8.49195661521386e-08,"7","ZC3HAV1"
"BCL2L11",4.51492313686363e-12,0.283692573545866,0.616,0.446,9.08628281293805e-08,"7","BCL2L1"
"SOD12",4.57387914918898e-12,0.266120444334571,0.847,0.701,9.20493178774282e-08,"7","SOD1"
"TOX4",5.34049683493888e-12,0.276788664300182,0.382,0.235,1.07477498803145e-07,"7","TOX4"
"PTS",5.7653660357184e-12,0.287972393811524,0.395,0.239,1.16027991468833e-07,"7","PTS"
"SEPT2",6.78537808730676e-12,0.271164055184361,0.755,0.591,1.36555734007049e-07,"7","SEPT2"
"TCTN11",7.33902633220045e-12,0.252506467900762,0.262,0.141,1.47697904935534e-07,"7","TCTN1"
"TM9SF21",9.6288799067091e-12,0.309278760160468,0.559,0.407,1.93781208122521e-07,"7","TM9SF2"
"BBIP1",9.94787939309673e-12,0.315647700770446,0.266,0.148,2.00201072786072e-07,"7","BBIP1"
"HNRNPH3",1.08409352334522e-11,0.277299453501058,0.609,0.445,2.18173821573225e-07,"7","HNRNPH3"
"ATP5A12",1.19646081313717e-11,0.265847318022356,0.786,0.636,2.40787738643855e-07,"7","ATP5A1"
"FAM162A2",1.51957550530546e-11,0.296059004196161,0.566,0.404,3.05814570442723e-07,"7","FAM162A"
"STRAP",1.64693700003011e-11,0.264400445061967,0.607,0.44,3.3144607125606e-07,"7","STRAP"
"PRR131",1.92650243581732e-11,0.327695110445578,0.751,0.599,3.87708615208236e-07,"7","PRR13"
"GOLPH3",1.96108506694491e-11,0.282196386183195,0.461,0.301,3.94668369722663e-07,"7","GOLPH3"
"PGM3",1.97454507035126e-11,0.253132192299993,0.288,0.167,3.97377195408192e-07,"7","PGM3"
"C7orf55.LUC7L2",2.04835721882435e-11,0.300517259787722,0.277,0.159,4.12231890288401e-07,"7","C7orf55.LUC7L2"
"FOCAD1",2.13461718756834e-11,0.278263182936783,0.279,0.161,4.29591708998129e-07,"7","FOCAD"
"SEC62",2.22396957804608e-11,0.309482474863835,0.681,0.524,4.47573877581774e-07,"7","SEC62"
"MZT2A1",2.2819829888266e-11,0.267186482297753,0.537,0.37,4.59249076501354e-07,"7","MZT2A"
"SEC631",2.49284175972262e-11,0.293391806182237,0.57,0.405,5.01684404144177e-07,"7","SEC63"
"ZMYND8",2.79415414769407e-11,0.297154741979179,0.369,0.23,5.62323522223432e-07,"7","ZMYND8"
"GNL1",2.91904298786329e-11,0.253948410853653,0.491,0.336,5.87457401307488e-07,"7","GNL1"
"LRPPRC",3.15799204336021e-11,0.253213741824853,0.286,0.165,6.35545898726243e-07,"7","LRPPRC"
"H3F3C1",3.3071628930308e-11,0.3804202660006,0.609,0.463,6.65566532222449e-07,"7","H3F3C"
"METTL9",3.45190957409643e-11,0.263690934739235,0.57,0.395,6.94696801786906e-07,"7","METTL9"
"EIF3M",4.33425241902767e-11,0.274156423932978,0.445,0.297,8.72268299329318e-07,"7","EIF3M"
"GADD45B1",4.94256635306795e-11,0.490706418556077,0.415,0.277,9.94691478554925e-07,"7","GADD45B"
"PRMT22",5.00708507268632e-11,0.259629032579956,0.524,0.36,1.00767587087812e-06,"7","PRMT2"
"MYCBP21",5.36650367243852e-11,0.268063335964018,0.373,0.232,1.08000886407825e-06,"7","MYCBP2"
"BPTF",5.44523494370472e-11,0.259871965360437,0.426,0.275,1.09585353242057e-06,"7","BPTF"
"TSPAN32",7.06614379459457e-11,0.269245733702332,0.86,0.732,1.42206143866216e-06,"7","TSPAN3"
"DBI1",7.28705169856302e-11,0.286806470020015,0.699,0.524,1.46651915433581e-06,"7","DBI"
"VEGFB1",8.14281390772729e-11,0.254359411584054,0.461,0.303,1.63874129893012e-06,"7","VEGFB"
"SGSM31",8.36987057495898e-11,0.270321693327445,0.45,0.301,1.68443645321049e-06,"7","SGSM3"
"FOXO31",8.50930644542946e-11,0.325634153275636,0.352,0.219,1.71249792214268e-06,"7","FOXO3"
"ELL22",8.59673961672407e-11,0.316572469035487,0.686,0.547,1.73009384786572e-06,"7","ELL2"
"HNRNPK1",8.81504157787788e-11,0.254047512903953,0.843,0.704,1.77402711754792e-06,"7","HNRNPK"
"RBBP82",9.31574063896232e-11,0.284173943560012,0.284,0.165,1.87479280359117e-06,"7","RBBP8"
"FUBP1",1.01761677811319e-10,0.294895170055613,0.428,0.289,2.0479537659528e-06,"7","FUBP1"
"CDCP11",1.04274479305767e-10,0.268647003508469,0.437,0.29,2.09852389602856e-06,"7","CDCP1"
"MYH102",1.04400302979007e-10,0.274154260397082,0.343,0.207,2.10105609745253e-06,"7","MYH10"
"COPA",1.10145173521106e-10,0.297717499853964,0.616,0.469,2.21667161711225e-06,"7","COPA"
"OLA11",1.11067468105736e-10,0.260982950706508,0.362,0.231,2.23523279562794e-06,"7","OLA1"
"TSN",1.15073288642929e-10,0.263480522652063,0.349,0.213,2.31584993393894e-06,"7","TSN"
"SMARCA5",1.2188931172925e-10,0.280339012510396,0.362,0.231,2.45302239855116e-06,"7","SMARCA5"
"FAM102A3",1.35396484641892e-10,0.300100117250599,0.618,0.468,2.72485425341808e-06,"7","FAM102A"
"RAB11B1",1.53272552620739e-10,0.302220388625805,0.653,0.504,3.08461012149238e-06,"7","RAB11B"
"ACTR10",1.60179529364222e-10,0.331290384467464,0.434,0.291,3.22361302845497e-06,"7","ACTR10"
"GRAMD1A",3.78101385472013e-10,0.254907397805144,0.43,0.291,7.60929038262427e-06,"7","GRAMD1A"
"WSB12",4.03969350268582e-10,0.29069866710568,0.694,0.531,8.12988317415521e-06,"7","WSB1"
"SELT2",4.13014929393139e-10,0.31187902768538,0.659,0.52,8.31192545403692e-06,"7","SELT"
"PDIA61",4.16262531754193e-10,0.266607825381705,0.758,0.599,8.37728345155314e-06,"7","PDIA6"
"TMED71",5.0127020715705e-10,0.250662732219964,0.561,0.407,1.00880629190356e-05,"7","TMED7"
"SIK21",5.09163323390131e-10,0.271691299797187,0.4,0.261,1.02469118832264e-05,"7","SIK2"
"COX7A2L",5.15440803393808e-10,0.296983416261768,0.762,0.637,1.03732461683004e-05,"7","COX7A2L"
"MAP3K2",7.50710181773004e-10,0.253563166801189,0.408,0.271,1.51080424081817e-05,"7","MAP3K2"
"TXNDC112",8.59573449319715e-10,0.287726796598578,0.397,0.26,1.72989156675593e-05,"7","TXNDC11"
"CAPRIN1",1.10585404196661e-09,0.268934101367583,0.504,0.37,2.22553125945781e-05,"7","CAPRIN1"
"FBL",2.01843427301972e-09,0.297149530879239,0.596,0.45,4.06209897445218e-05,"7","FBL"
"SUMO21",2.22649351976499e-09,0.253292839596233,0.832,0.712,4.48081820852705e-05,"7","SUMO2"
"GPR107",2.22945185349172e-09,0.265005785198628,0.269,0.163,4.48677185515209e-05,"7","GPR107"
"JMJD1C",2.68919581637674e-09,0.254721781637174,0.308,0.189,5.41200658045818e-05,"7","JMJD1C"
"CBX5",3.62864169956043e-09,0.270240691864634,0.491,0.35,7.30264142036536e-05,"7","CBX5"
"MTIF3",5.15664760596077e-09,0.263201311820351,0.319,0.203,0.00010377753306996,"7","MTIF3"
"TAF15",5.58234744972703e-09,0.25287180938416,0.393,0.26,0.000112344742425757,"7","TAF15"
"PPA2",1.52461221843354e-08,0.273302893289247,0.334,0.218,0.00030682820895975,"7","PPA2"
"TMEM1092",3.13293367123586e-08,0.273904051718917,0.614,0.475,0.000630502901336216,"7","TMEM109"
"COMTD11",3.8422678465393e-08,0.262601137935678,0.362,0.248,0.000773256404116035,"7","COMTD1"
"NFIC1",4.1175466765252e-08,0.272290499153213,0.742,0.612,0.000828656268650697,"7","NFIC"
"KIAA11911",1.69216695251781e-07,0.304466590814618,0.402,0.289,0.00340548599194209,"7","KIAA1191"
"AK3",3.19644590695363e-07,0.287000071810711,0.485,0.366,0.00643284738774419,"7","AK3"
"FNIP22",5.17817832809298e-07,0.351159658479542,0.537,0.416,0.0104210838852871,"7","FNIP2"
"CMTM62",6.64916962759327e-06,0.302443033716688,0.552,0.447,0.133814538755315,"7","CMTM6"
"ADM2",1.60510843148467e-05,0.348818861602283,0.365,0.27,0.323028071836291,"7","ADM"
"HSPH1",3.4421759445411e-05,0.353887646021292,0.264,0.184,0.692737908838896,"7","HSPH1"
"COL1A1",0,6.69913434205336,0.95,0.073,0,"8","COL1A1"
"COL1A2",0,5.29554057626685,0.914,0.026,0,"8","COL1A2"
"COL6A3",0,5.2324176016236,0.935,0.014,0,"8","COL6A3"
"COL3A1",0,5.07157137747476,0.857,0.029,0,"8","COL3A1"
"COL6A2",0,4.92073782232593,0.989,0.061,0,"8","COL6A2"
"BGN",0,4.91203885898149,0.964,0.05,0,"8","BGN"
"FN1",0,4.70660968362255,0.785,0.043,0,"8","FN1"
"COL6A1",0,4.61453457250062,0.986,0.133,0,"8","COL6A1"
"TIMP3",0,4.34600896209519,0.785,0.039,0,"8","TIMP3"
"SPARC",0,3.99436354964653,0.953,0.062,0,"8","SPARC"
"SFRP2",0,3.87724868642813,0.814,0.003,0,"8","SFRP2"
"SPON2",0,3.79370316713248,0.724,0.068,0,"8","SPON2"
"IL11",0,3.66665026895124,0.645,0.02,0,"8","IL11"
"PDGFRB",0,3.57430295363433,0.939,0.028,0,"8","PDGFRB"
"SERPINE1",0,3.42966434206891,0.839,0.064,0,"8","SERPINE1"
"MMP141",0,3.39773174036514,0.968,0.13,0,"8","MMP14"
"CYGB",0,3.3957201860797,0.828,0.026,0,"8","CYGB"
"C11orf96",0,3.36722696421725,0.953,0.117,0,"8","C11orf96"
"COL5A1",0,3.33240542139543,0.789,0.016,0,"8","COL5A1"
"CRLF1",0,3.32887106090169,0.817,0.005,0,"8","CRLF1"
"COL15A1",0,3.32053741135129,0.81,0.027,0,"8","COL15A1"
"TGFBI",0,3.19555529377294,0.638,0.051,0,"8","TGFBI"
"MMP2",0,3.16120982467856,0.846,0.017,0,"8","MMP2"
"IGFBP4",0,3.04717406135961,0.939,0.115,0,"8","IGFBP4"
"PXDN",0,3.02319837560399,0.882,0.06,0,"8","PXDN"
"VCAN",0,2.98751846960409,0.781,0.011,0,"8","VCAN"
"AEBP1",0,2.93598196046151,0.875,0.022,0,"8","AEBP1"
"CYP1B1",0,2.93331111533926,0.645,0.028,0,"8","CYP1B1"
"FMOD",0,2.89601090233494,0.731,0.013,0,"8","FMOD"
"THBS2",0,2.83824338818304,0.746,0.004,0,"8","THBS2"
"NOTCH3",0,2.81199524476007,0.753,0.048,0,"8","NOTCH3"
"IL6",0,2.74963302175369,0.351,0.005,0,"8","IL6"
"COL4A1",0,2.61325954043363,0.817,0.057,0,"8","COL4A1"
"EMILIN1",0,2.57385320499598,0.839,0.016,0,"8","EMILIN1"
"FKBP10",0,2.52714850745916,0.86,0.061,0,"8","FKBP10"
"COL5A3",0,2.52412511559339,0.706,0.016,0,"8","COL5A3"
"LUM",0,2.52168115782678,0.606,0.001,0,"8","LUM"
"LOXL2",0,2.42820238639475,0.742,0.02,0,"8","LOXL2"
"MEDAG",0,2.4132767933585,0.498,0.012,0,"8","MEDAG"
"COL5A2",0,2.37799814298392,0.688,0.015,0,"8","COL5A2"
"MFGE8",0,2.34919515702444,0.796,0.032,0,"8","MFGE8"
"LRP1",0,2.29441704913021,0.81,0.068,0,"8","LRP1"
"CRISPLD2",0,2.2779568146271,0.742,0.024,0,"8","CRISPLD2"
"LAMC3",0,2.18454033530501,0.656,0.011,0,"8","LAMC3"
"PTGDS",0,2.15209266610452,0.419,0.003,0,"8","PTGDS"
"TBX3",0,2.14616143953521,0.67,0.021,0,"8","TBX3"
"THY1",0,2.10470281295753,0.538,0.013,0,"8","THY1"
"TGFB3",0,2.09806021739468,0.634,0.013,0,"8","TGFB3"
"CTHRC1",0,2.0745894043016,0.663,0.025,0,"8","CTHRC1"
"MRC2",0,2.04961968940477,0.609,0.008,0,"8","MRC2"
"LTBP1",0,2.02055063439789,0.631,0.031,0,"8","LTBP1"
"MGP",0,1.993708429345,0.47,0.013,0,"8","MGP"
"ADAMTS12",0,1.99163477630046,0.638,0.008,0,"8","ADAMTS12"
"DCN",0,1.97775907705209,0.631,0.009,0,"8","DCN"
"HTRA3",0,1.97768578118469,0.616,0.023,0,"8","HTRA3"
"PRRX1",0,1.96359033362602,0.71,0.009,0,"8","PRRX1"
"BASP1",0,1.93693689425126,0.667,0.023,0,"8","BASP1"
"TPM2",0,1.93172926360617,0.692,0.025,0,"8","TPM2"
"VSTM4",0,1.90100058970441,0.645,0.011,0,"8","VSTM4"
"SMIM3",0,1.87136927935318,0.746,0.066,0,"8","SMIM3"
"C1S1",0,1.8661534053152,0.767,0.062,0,"8","C1S"
"ENG",0,1.82607701502867,0.817,0.068,0,"8","ENG"
"MXRA8",0,1.81363983655614,0.584,0.007,0,"8","MXRA8"
"GFPT2",0,1.80072499518098,0.599,0.011,0,"8","GFPT2"
"LRRC32",0,1.7962699442284,0.616,0.022,0,"8","LRRC32"
"PRKCDBP",0,1.79610715028049,0.634,0.05,0,"8","PRKCDBP"
"ISLR",0,1.7831877704969,0.319,0.001,0,"8","ISLR"
"MICAL2",0,1.77086245635881,0.624,0.047,0,"8","MICAL2"
"PLAT",0,1.72992925525989,0.642,0.025,0,"8","PLAT"
"RUNX1",0,1.72835372496821,0.728,0.063,0,"8","RUNX1"
"SPOCK1",0,1.72039583383287,0.566,0.025,0,"8","SPOCK1"
"DDR2",0,1.71051746438775,0.649,0.023,0,"8","DDR2"
"SNAI2",0,1.70294107829667,0.516,0.023,0,"8","SNAI2"
"EMP1",0,1.69790836467634,0.659,0.043,0,"8","EMP1"
"ANO1",0,1.69343058292438,0.462,0.011,0,"8","ANO1"
"FBN1",0,1.68195397375257,0.606,0.01,0,"8","FBN1"
"HIC1",0,1.64811930356476,0.616,0.034,0,"8","HIC1"
"CD248",0,1.61662397669632,0.509,0.013,0,"8","CD248"
"FBLN1",0,1.58317467772033,0.559,0.005,0,"8","FBLN1"
"PAPPA",0,1.58226687113309,0.394,0.013,0,"8","PAPPA"
"COL12A1",0,1.57085040656855,0.444,0.004,0,"8","COL12A1"
"PCOLCE",0,1.55102264888386,0.563,0.022,0,"8","PCOLCE"
"WNT5A",0,1.48875430975245,0.505,0.02,0,"8","WNT5A"
"GGT5",0,1.46843694790331,0.584,0.009,0,"8","GGT5"
"PHLDB1",0,1.46460907440496,0.638,0.046,0,"8","PHLDB1"
"C7",0,1.44413858121376,0.351,0.003,0,"8","C7"
"F2R",0,1.43897980178829,0.548,0.014,0,"8","F2R"
"COL7A1",0,1.40834749726107,0.452,0.005,0,"8","COL7A1"
"ZCCHC24",0,1.38815600259089,0.466,0.012,0,"8","ZCCHC24"
"RAB34",0,1.38244079877756,0.649,0.028,0,"8","RAB34"
"COL8A1",0,1.37584539263248,0.315,0.001,0,"8","COL8A1"
"PDGFRA",0,1.34531470298526,0.477,0.002,0,"8","PDGFRA"
"LTBP2",0,1.32323388855882,0.448,0.003,0,"8","LTBP2"
"NID1",0,1.29515795762999,0.48,0.014,0,"8","NID1"
"PAMR1",0,1.28465539823446,0.416,0.007,0,"8","PAMR1"
"HSD11B1",0,1.26860364375778,0.391,0.002,0,"8","HSD11B1"
"SERPINF1",0,1.26651646260239,0.459,0.012,0,"8","SERPINF1"
"CDH11",0,1.26111484608739,0.545,0.01,0,"8","CDH11"
"SRPX2",0,1.25919382911181,0.491,0.011,0,"8","SRPX2"
"LAMA4",0,1.23899440871567,0.52,0.028,0,"8","LAMA4"
"A2M",0,1.21209011423069,0.477,0.017,0,"8","A2M"
"CYBRD1",0,1.20202119265517,0.505,0.015,0,"8","CYBRD1"
"ADAMTS2",0,1.17221915436826,0.423,0.017,0,"8","ADAMTS2"
"SPON1",0,1.15321442065351,0.444,0.003,0,"8","SPON1"
"ZNF469",0,1.13762462109879,0.398,0.009,0,"8","ZNF469"
"SYDE1",0,1.10208043379031,0.487,0.019,0,"8","SYDE1"
"TMEM119",0,1.07443088311401,0.308,0.001,0,"8","TMEM119"
"CTSK",0,1.0684863752601,0.387,0.01,0,"8","CTSK"
"ITGA11",0,1.06161721254523,0.333,0.001,0,"8","ITGA11"
"COL16A1",0,1.03407766395468,0.401,0.006,0,"8","COL16A1"
"FOXF2",0,1.03368663424879,0.419,0.004,0,"8","FOXF2"
"EDNRA",0,1.01005981462997,0.448,0.016,0,"8","EDNRA"
"S1PR3",0,0.91173415219201,0.344,0.01,0,"8","S1PR3"
"CCDC80",0,0.888752371823105,0.326,0.004,0,"8","CCDC80"
"PLXDC1",0,0.815924917498729,0.254,0.003,0,"8","PLXDC1"
"NTM",0,0.768653146395692,0.258,0.001,0,"8","NTM"
"RCN3",0,0.755547524929845,0.358,0.007,0,"8","RCN3"
"TWIST2",0,0.659133757424284,0.251,0.002,0,"8","TWIST2"
"KIRREL",2.2398154792856e-316,1.07554871827965,0.462,0.023,4.50762865206228e-312,"8","KIRREL"
"NES",2.53855462379599e-315,1.17307546559475,0.441,0.02,5.10884118038942e-311,"8","NES"
"LGALS1",9.15729754839174e-314,2.63641472170815,0.91,0.132,1.84290613161384e-309,"8","LGALS1"
"HEYL",4.78724877656786e-313,1.32685486179038,0.473,0.025,9.63433816284281e-309,"8","HEYL"
"FSTL11",1.05668684393187e-312,2.20598565645578,0.796,0.092,2.12658227341288e-308,"8","FSTL1"
"SLIT2",3.71750817152401e-311,0.73761387073946,0.262,0.004,7.48148519519207e-307,"8","SLIT2"
"CAV1",3.49734202539279e-309,1.8527290041041,0.602,0.046,7.03840082610299e-305,"8","CAV1"
"MYL9",4.33494827591066e-309,1.32580645746005,0.588,0.042,8.7240834052702e-305,"8","MYL9"
"TBX2",1.23666785824389e-304,0.933438967839395,0.355,0.012,2.48879406471584e-300,"8","TBX2"
"SLC16A1",2.9285395783474e-303,0.709885386306192,0.301,0.007,5.89368590142414e-299,"8","SLC16A1"
"SPHK11",1.61097459294225e-302,1.69752965869994,0.76,0.081,3.24208636829628e-298,"8","SPHK1"
